Unnamed: 0,Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost
753.0,754.0,90.0,20.0,19.0,11/04/2023,207109.18555527035,4480000.0
754.0,755.0,43.0,6.0,,24-01-2021,190028.76337640666,716800.0
755.0,756.0,91.0,14.0,17.0,07/21/2021,139000.4620130593,2060800.0
756.0,,41.0,13.0,21.0,06-12-2023,205361.51668576626,3920000.0
757.0,758.0,51.0,4.0,11.0,2024/07/21,126480.53794946165,1478400.0
758.0,759.0,10.0,5.0,5.0,06/17/2021,79673.52287755844,420000.0
759.0,760.0,74.0,5.0,5.0,16-02-2021,87164.84833103947,336000.0
760.0,761.0,,17.0,12.0,04-06-2021,173738.64864615336,1848000.0
761.0,762.0,26.0,15.0,3.0,2022/06/21,92582.75222521898,403200.0
762.0,763.0,40.0,11.0,3.0,05/13/2022,160793.92651641762,313600.0
763.0,764.0,49.0,19.0,15.0,11/27/2022,97982.87065400693,1332800.0
764.0,765.0,84.0,8.0,9.0,"August 05, 2022",141121.36678737676,1360800.0
765.0,766.0,41.0,5.0,2.0,01/31/2024,87838.20454461631,252000.0
766.0,767.0,33.0,7.0,13.0,"November 03, 2020",162467.6506980414,1814400.0
,768.0,57.0,15.0,19.0,03-09-2022,98220.45935154264,2016000.0
768.0,,42.0,2.0,8.0,"February 17, 2023",161000.54934955074,1344000.0
769.0,770.0,83.0,18.0,13.0,"May 14, 2021",135814.06104901238,1747200.0
770.0,,22.0,5.0,9.0,03/06/2023,85152.87828540217,672000.0
771.0,772.0,28.0,10.0,3.0,10-12-2020,90636.1781986206,358400.0
772.0,773.0,,14.0,4.0,06/09/2024,118089.17576102381,515200.0
773.0,774.0,4.0,6.0,19.0,2024/03/29,192318.8932856578,3584000.0
774.0,775.0,,9.0,11.0,14-03-2024,103387.15995513834,1120000.0
775.0,776.0,68.0,6.0,11.0,2023/12/09,195548.07774970628,2150400.0
776.0,777.0,57.0,9.0,18.0,16-09-2022,115429.2054153584,2128000.0
777.0,778.0,13.0,2.0,19.0,12/14/2022,176703.3840426836,3024000.0
778.0,779.0,4.0,13.0,,"March 04, 2021",195635.4950059805,2940000.0
779.0,780.0,,4.0,18.0,2020/12/15,112959.0690403014,2340800.0
780.0,781.0,96.0,19.0,17.0,"November 18, 2022",100045.99314040993,1713600.0
,782.0,68.0,2.0,,03/21/2023,157517.1568437246,840000.0
782.0,783.0,,6.0,8.0,"October 06, 2021",183243.91643631866,1433600.0
783.0,784.0,75.0,1.0,,15-04-2021,144083.1120393242,2380000.0
784.0,785.0,58.0,6.0,10.0,10/21/2021,178855.03331891357,1971200.0
785.0,786.0,22.0,3.0,4.0,21-02-2022,109787.11586243777,403200.0
786.0,787.0,86.0,8.0,,15-02-2022,164699.05670848917,2872800.0
787.0,788.0,89.0,7.0,3.0,01/17/2024,164231.28206669202,604800.0
788.0,789.0,,5.0,5.0,13-04-2021,90791.04978289924,420000.0
789.0,790.0,12.0,12.0,16.0,"May 07, 2023",85269.02130191722,1260000.0
790.0,791.0,,8.0,13.0,10-10-2024,145519.06401772425,1814400.0
791.0,792.0,95.0,1.0,,10/02/2021,,1960000.0
792.0,793.0,6.0,,2.0,2021/01/21,,168000.0
793.0,794.0,16.0,9.0,6.0,"May 06, 2022",107962.11150925676,784000.0
,795.0,49.0,7.0,7.0,10-10-2023,143400.39096856868,1209600.0
795.0,796.0,24.0,5.0,10.0,11/26/2021,83330.60808751493,
796.0,797.0,66.0,11.0,20.0,11/01/2020,,2979200.0
,798.0,14.0,,6.0,"February 23, 2021",99167.35616550142,476000.0
798.0,799.0,70.0,,8.0,"December 05, 2020",165054.65924253294,1176000.0
799.0,800.0,62.0,9.0,11.0,2023/11/13,118477.00003605692,1232000.0
800.0,801.0,,18.0,15.0,2021/07/29,135661.0020223351,1881600.0
801.0,802.0,5.0,14.0,,"February 22, 2021",139152.21505054907,772800.0
802.0,803.0,,15.0,6.0,06/15/2021,109470.7487988729,705600.0
803.0,804.0,50.0,17.0,2.0,2021/02/12,,
804.0,805.0,87.0,17.0,10.0,05/07/2024,183571.5390611678,1680000.0
,806.0,38.0,2.0,9.0,24-09-2022,158576.75013401458,1512000.0
806.0,807.0,40.0,6.0,14.0,2023/02/12,,2688000.0
807.0,808.0,20.0,5.0,11.0,"December 15, 2022",82220.83425947648,1008000.0
,809.0,65.0,20.0,4.0,2022/12/03,240944.30493512037,672000.0
809.0,810.0,27.0,12.0,7.0,2022/01/30,91355.97925799747,
810.0,811.0,,18.0,9.0,"May 27, 2024",130634.45684168972,1075200.0
811.0,,8.0,18.0,2.0,11-12-2021,145358.65352669073,134400.0
,813.0,39.0,5.0,,01-09-2024,83583.23101375524,1512000.0
813.0,,19.0,17.0,,26-01-2021,178368.45247857246,1848000.0
814.0,815.0,29.0,10.0,16.0,2022/10/22,80664.82210823215,1523200.0
815.0,816.0,99.0,10.0,9.0,06/04/2022,,716800.0
816.0,817.0,99.0,2.0,20.0,04/09/2023,176841.78505460493,3360000.0
817.0,818.0,,10.0,15.0,2022/10/25,85138.2709409504,1254400.0
818.0,819.0,49.0,11.0,9.0,19-02-2022,164230.45868675772,1411200.0
819.0,820.0,38.0,8.0,20.0,"August 22, 2022",151405.8732788854,3024000.0
820.0,821.0,80.0,14.0,12.0,08/10/2021,119979.64625032511,1674400.0
821.0,822.0,40.0,,18.0,2024/10/22,180981.06727740954,3192000.0
,823.0,61.0,13.0,13.0,03/05/2024,178089.58319157816,2352000.0
823.0,824.0,40.0,17.0,15.0,05/18/2023,163919.1565926406,2352000.0
824.0,825.0,52.0,8.0,12.0,2022/02/12,,1663200.0
825.0,826.0,96.0,1.0,14.0,13-01-2023,140900.01494138685,2100000.0
826.0,827.0,58.0,5.0,,11/17/2022,86682.50187893635,1428000.0
827.0,828.0,56.0,15.0,8.0,"August 17, 2023",103816.10601170914,907200.0
828.0,829.0,100.0,19.0,10.0,08/14/2023,93134.28845567093,1047200.0
829.0,,33.0,12.0,19.0,07/06/2021,75670.27230378377,1512000.0
830.0,831.0,17.0,2.0,,20-08-2021,164007.937782129,2856000.0
831.0,832.0,96.0,15.0,,2023/04/29,107921.64030018177,1411200.0
832.0,833.0,15.0,12.0,3.0,05/18/2021,88951.82788306457,252000.0
833.0,834.0,99.0,7.0,18.0,12/07/2021,154249.1649317445,2872800.0
834.0,835.0,,15.0,,"June 10, 2024",,1209600.0
835.0,836.0,16.0,14.0,9.0,21-05-2022,120604.73743345475,
836.0,837.0,32.0,3.0,7.0,"October 28, 2022",104480.05563067815,604800.0
837.0,838.0,66.0,19.0,14.0,06/16/2023,94865.8004121752,1237600.0
838.0,839.0,24.0,15.0,2.0,01/10/2023,97090.41013736765,201600.0
839.0,840.0,85.0,1.0,17.0,2022/03/07,153768.2506901587,
,841.0,,17.0,11.0,"August 24, 2024",166085.261290217,1848000.0
841.0,842.0,40.0,8.0,15.0,06/19/2023,165392.01591022385,2268000.0
842.0,843.0,,14.0,17.0,27-05-2024,123497.08174442832,2189600.0
843.0,844.0,52.0,14.0,17.0,03/19/2024,139401.38964197852,
,845.0,85.0,,15.0,2022/02/25,182711.87317567485,
845.0,846.0,100.0,8.0,4.0,"February 10, 2023",155603.1847432575,453600.0
846.0,847.0,57.0,11.0,12.0,12-10-2021,154171.46516720083,
847.0,848.0,31.0,,11.0,24-10-2023,142564.75968249646,
848.0,849.0,,2.0,20.0,2020/11/17,159055.50116017394,
849.0,850.0,79.0,16.0,15.0,11/07/2022,113270.18894128465,1702400.0
850.0,851.0,17.0,9.0,15.0,2023/10/19,102265.48114531227,1568000.0
851.0,852.0,24.0,7.0,,10-03-2022,164802.34623834817,302400.0
852.0,853.0,12.0,18.0,13.0,"January 19, 2024",145573.2390231918,1612800.0
853.0,854.0,66.0,1.0,9.0,28-06-2021,134755.62070560118,1260000.0
854.0,855.0,35.0,19.0,4.0,2021/07/13,92063.56139237944,476000.0
855.0,856.0,99.0,5.0,12.0,"August 06, 2022",,924000.0
856.0,857.0,50.0,,9.0,"February 28, 2022",173124.13329788417,1680000.0
857.0,858.0,46.0,11.0,8.0,2022/09/06,154740.26580227228,1254400.0
858.0,859.0,47.0,18.0,4.0,30-03-2022,136030.51272627528,403200.0
859.0,860.0,50.0,12.0,9.0,2021/06/01,82858.75085140899,756000.0
860.0,861.0,34.0,12.0,2.0,05/21/2021,91175.51540345105,168000.0
,862.0,14.0,15.0,14.0,2021/09/10,94110.56948992927,1310400.0
862.0,863.0,,9.0,18.0,18-12-2022,117610.41732328289,
863.0,864.0,99.0,1.0,2.0,2023/04/27,129359.68351451152,280000.0
864.0,865.0,17.0,,5.0,"February 26, 2021",85436.69183178051,537600.0
865.0,866.0,36.0,6.0,10.0,"October 18, 2022",191880.1708297871,1971200.0
866.0,867.0,36.0,19.0,2.0,"August 07, 2024",94297.26753532818,95200.0
867.0,868.0,50.0,1.0,17.0,06/15/2021,153342.99128620967,2240000.0
868.0,869.0,40.0,8.0,15.0,02/20/2021,161410.37160919377,2419200.0
869.0,,17.0,3.0,0.0,"February 22, 2022",98030.21170531912,100800.0
870.0,871.0,,18.0,,03-03-2022,136607.6534670374,537600.0
871.0,872.0,72.0,20.0,8.0,2021/06/15,220291.6591537699,
872.0,873.0,46.0,,19.0,12/03/2021,171346.7527611398,3404800.0
873.0,874.0,94.0,6.0,,19-05-2024,,1075200.0
874.0,875.0,22.0,5.0,0.0,"January 31, 2021",90193.31709538886,84000.0
875.0,876.0,5.0,,10.0,29-09-2023,193082.944866627,1612800.0
876.0,877.0,82.0,6.0,17.0,20-04-2024,169102.92870753334,
877.0,878.0,,,9.0,08-08-2021,,1512000.0
878.0,879.0,96.0,15.0,11.0,"August 01, 2023",99336.50500305109,1209600.0
879.0,,66.0,3.0,18.0,27-03-2024,95626.63499533186,
880.0,881.0,97.0,,2.0,29-10-2022,121821.46083708291,336000.0
,882.0,35.0,6.0,19.0,2021/03/16,167024.60309908155,3404800.0
882.0,883.0,33.0,6.0,15.0,2021/01/30,,2508800.0
883.0,884.0,45.0,18.0,,2021/10/07,132128.65949984835,1209600.0
884.0,885.0,,17.0,3.0,02/12/2024,153210.47530334652,336000.0
885.0,886.0,33.0,12.0,2.0,2022/05/01,86766.11969645166,84000.0
886.0,887.0,,11.0,10.0,"August 04, 2024",146874.2872302456,1724800.0
887.0,,43.0,20.0,3.0,05/21/2023,215625.08175669625,448000.0
888.0,889.0,89.0,16.0,10.0,12/04/2020,99841.74562850036,1064000.0
889.0,890.0,44.0,3.0,2.0,12/24/2023,100559.09715599693,201600.0
890.0,891.0,6.0,12.0,,"November 21, 2020",82316.76498420625,1680000.0
891.0,892.0,34.0,19.0,8.0,01-04-2024,103815.57725896258,856800.0
892.0,893.0,82.0,2.0,11.0,"December 29, 2022",174293.8682145332,1680000.0
893.0,,66.0,4.0,9.0,2022/03/06,124104.26264118741,1232000.0
894.0,895.0,,10.0,17.0,2024/01/20,95039.07677031502,1433600.0
895.0,896.0,50.0,1.0,10.0,2023/06/25,128425.62214590721,1400000.0
896.0,897.0,81.0,11.0,14.0,01/22/2022,148736.38207483324,2352000.0
897.0,898.0,9.0,4.0,1.0,01/13/2024,118273.24978586612,
898.0,899.0,81.0,17.0,5.0,2023/05/11,170546.0853064265,1008000.0
,900.0,64.0,6.0,12.0,2022/04/15,175117.09427973157,2150400.0
900.0,901.0,53.0,10.0,3.0,22-01-2022,83720.91203711164,268800.0
901.0,902.0,21.0,17.0,14.0,22-12-2023,167468.947797323,2520000.0
902.0,903.0,97.0,19.0,4.0,04-05-2024,87555.79760114281,380800.0
,904.0,30.0,10.0,13.0,13-08-2023,85876.16966101591,
904.0,905.0,40.0,15.0,2.0,2022/07/29,100650.40538121558,201600.0
905.0,906.0,,1.0,11.0,05/29/2022,144829.93696149756,1400000.0
906.0,907.0,62.0,1.0,15.0,2023/11/07,128865.15698779254,2240000.0
907.0,908.0,48.0,10.0,,"March 03, 2022",95685.08750026903,985600.0
908.0,909.0,100.0,18.0,19.0,"August 30, 2024",127501.09399882815,2553600.0
909.0,910.0,33.0,8.0,18.0,02/18/2024,144993.42456245073,2570400.0
,911.0,23.0,3.0,,2021/10/27,109958.73807377701,1108800.0
911.0,912.0,40.0,2.0,18.0,13-04-2021,151883.7011849623,2856000.0
912.0,913.0,38.0,15.0,5.0,2023/09/23,95017.16207372336,504000.0
913.0,914.0,21.0,,6.0,"July 31, 2024",90962.95778570433,
914.0,915.0,61.0,,9.0,01/16/2023,,761600.0
915.0,916.0,87.0,3.0,21.0,09/22/2021,103610.01195380685,2016000.0
916.0,917.0,11.0,2.0,1.0,"March 10, 2021",175657.6245623287,168000.0
,918.0,31.0,15.0,19.0,13-10-2022,110876.41007605306,1915200.0
918.0,919.0,77.0,6.0,11.0,26-02-2021,195641.22736358354,1971200.0
919.0,920.0,5.0,19.0,4.0,07-06-2023,91669.93228944592,380800.0
920.0,,31.0,,,20-12-2022,123311.44589344996,257600.0
921.0,922.0,67.0,11.0,3.0,2023/11/09,168020.64961615572,627200.0
922.0,923.0,37.0,2.0,,10/15/2021,175535.0371064907,2856000.0
923.0,924.0,53.0,7.0,2.0,11/14/2020,151193.10935229113,453600.0
924.0,925.0,11.0,7.0,6.0,17-01-2023,142868.2634228984,907200.0
925.0,926.0,94.0,6.0,19.0,"December 06, 2022",,3404800.0
926.0,927.0,72.0,10.0,17.0,23-01-2024,95337.05274895395,1612800.0
927.0,,10.0,12.0,9.0,"March 05, 2022",78268.63802435501,840000.0
928.0,929.0,38.0,20.0,18.0,"July 28, 2024",228596.23234621313,3808000.0
929.0,,,11.0,14.0,2024/10/17,157804.5527482747,2195200.0
930.0,931.0,86.0,17.0,,07/12/2022,177841.6562845421,168000.0
931.0,932.0,74.0,16.0,17.0,19-06-2023,107852.13355539778,1915200.0
932.0,933.0,19.0,20.0,21.0,15-01-2021,213503.59695097958,
933.0,934.0,34.0,7.0,,"August 30, 2021",146963.22824851953,604800.0
934.0,935.0,68.0,15.0,18.0,11-08-2022,105648.21898664841,1814400.0
935.0,,65.0,12.0,7.0,06/05/2024,82380.90904517626,504000.0
936.0,937.0,40.0,9.0,10.0,18-09-2022,108260.65069293178,1232000.0
937.0,938.0,56.0,,11.0,03/24/2021,89840.4030221978,
938.0,939.0,10.0,14.0,14.0,21-06-2023,,1932000.0
939.0,940.0,56.0,9.0,,"August 04, 2021",110796.27247741928,672000.0
940.0,941.0,89.0,7.0,2.0,"July 19, 2022",141245.5094975308,302400.0
941.0,942.0,76.0,11.0,7.0,2023/07/05,153764.95374597076,1097600.0
942.0,943.0,64.0,9.0,17.0,06/15/2024,112524.031671579,1904000.0
,944.0,78.0,13.0,6.0,2024/04/23,179248.62410403983,1372000.0
944.0,945.0,76.0,,6.0,2021/06/23,188694.32754905563,
945.0,946.0,,10.0,5.0,05/10/2023,95633.1582073763,448000.0
946.0,947.0,27.0,17.0,3.0,05/21/2021,166030.21369735076,504000.0
947.0,948.0,38.0,3.0,20.0,2024/08/03,97843.58128084424,2016000.0
948.0,949.0,45.0,10.0,21.0,19-12-2020,96121.77938419938,1792000.0
949.0,950.0,,16.0,1.0,14-05-2022,105350.82852688275,106400.0
950.0,951.0,,19.0,9.0,09/07/2024,89746.896338739,856800.0
951.0,952.0,42.0,5.0,3.0,"January 29, 2022",81828.03219086862,252000.0
952.0,953.0,41.0,14.0,1.0,08-07-2022,128501.708989182,257600.0
953.0,954.0,67.0,5.0,,2023/02/19,91722.62035063952,1680000.0
954.0,955.0,,4.0,7.0,08-12-2021,,
955.0,956.0,13.0,2.0,19.0,05/26/2024,173150.46467330225,3024000.0
956.0,957.0,84.0,12.0,5.0,"November 28, 2022",90542.66076238938,504000.0
957.0,958.0,79.0,5.0,17.0,"February 12, 2024",88812.11541429158,1428000.0
958.0,,20.0,18.0,18.0,08/03/2022,130006.61415311787,2284800.0
959.0,960.0,2.0,1.0,0.0,2021/01/16,145439.30890339424,
960.0,961.0,90.0,5.0,17.0,27-07-2021,85877.39030544121,1512000.0
961.0,,23.0,15.0,9.0,"December 08, 2022",109427.99893839829,1008000.0
962.0,963.0,73.0,,5.0,13-09-2023,198624.14162135604,784000.0
,964.0,87.0,9.0,,04-08-2024,120249.5058310063,1120000.0
964.0,965.0,3.0,14.0,15.0,2022/10/13,133470.7930333967,1932000.0
965.0,966.0,37.0,19.0,20.0,"June 14, 2022",94728.52101431414,1904000.0
966.0,967.0,57.0,14.0,6.0,06-05-2024,129276.82710664168,644000.0
967.0,968.0,68.0,12.0,14.0,09-09-2023,84579.75806183257,1260000.0
968.0,969.0,75.0,8.0,,"November 03, 2023",157862.89200100861,756000.0
969.0,970.0,69.0,8.0,1.0,01/29/2024,159102.65123343063,
,,9.0,17.0,17.0,03-08-2022,183558.08180570486,2688000.0
971.0,972.0,83.0,9.0,8.0,2022/02/21,106678.35569963808,1008000.0
972.0,973.0,37.0,19.0,3.0,2021/08/23,94780.39417168622,380800.0
973.0,974.0,86.0,13.0,6.0,04/14/2023,207265.10423917233,1372000.0
974.0,975.0,,14.0,2.0,2024/06/12,,386400.0
975.0,976.0,27.0,13.0,20.0,"September 30, 2021",186005.94162874646,3920000.0
976.0,977.0,82.0,4.0,16.0,2021/03/16,133946.37969785405,1971200.0
977.0,978.0,75.0,16.0,5.0,2022/01/21,110594.27378484505,638400.0
978.0,979.0,36.0,19.0,,"December 22, 2022",98641.55342873753,1142400.0
979.0,980.0,,20.0,5.0,27-10-2022,229419.05295913783,1120000.0
980.0,981.0,20.0,13.0,6.0,26-01-2022,206425.25997132726,1372000.0
981.0,982.0,29.0,,5.0,2021/09/20,104079.24439335914,
982.0,983.0,9.0,,8.0,12-06-2023,,957600.0
983.0,984.0,,9.0,4.0,2021/05/04,118331.9250578389,560000.0
984.0,985.0,51.0,3.0,,07/20/2023,96031.02252659963,1108800.0
,986.0,63.0,8.0,6.0,18-03-2022,,756000.0
986.0,987.0,90.0,7.0,14.0,2023/12/13,164745.8488498005,
987.0,988.0,,19.0,4.0,"July 20, 2022",98923.9855038283,476000.0
988.0,989.0,,13.0,12.0,2024/09/07,203626.50308902698,2156000.0
989.0,990.0,96.0,12.0,,14-02-2023,87105.67722847692,504000.0
990.0,991.0,81.0,15.0,6.0,2021/11/30,99264.49623877424,604800.0
991.0,992.0,17.0,15.0,9.0,15-10-2022,100626.53266065291,907200.0
992.0,,22.0,14.0,8.0,01/06/2023,139447.41943496672,901600.0
993.0,994.0,67.0,17.0,2.0,2021/01/09,,504000.0
994.0,995.0,5.0,12.0,0.0,"January 04, 2021",82084.30552086396,84000.0
995.0,996.0,25.0,16.0,7.0,09/28/2022,108365.00387475004,851200.0
996.0,997.0,89.0,19.0,1.0,2023/01/26,103804.40425322374,190400.0
997.0,998.0,30.0,7.0,11.0,03-09-2023,138120.36892404367,1814400.0
998.0,999.0,34.0,20.0,17.0,"March 30, 2021",239944.17042924883,3584000.0
999.0,1000.0,13.0,,14.0,11-01-2023,132139.9512744697,
1000.0,1001.0,60.0,18.0,15.0,07/22/2024,147348.22733722656,2150400.0
1001.0,1002.0,65.0,15.0,2.0,08-04-2024,91262.97414485407,
1002.0,1003.0,1.0,13.0,17.0,01/15/2021,210655.04054392307,3528000.0
1003.0,1004.0,84.0,1.0,20.0,11/25/2022,,2660000.0
1004.0,1005.0,4.0,9.0,,06-06-2023,120520.41781135515,672000.0
1005.0,1006.0,86.0,16.0,14.0,2023/10/26,106801.3939359183,1489600.0
1006.0,1007.0,73.0,6.0,18.0,"October 20, 2024",169658.4540357068,3225600.0
1007.0,1008.0,81.0,3.0,2.0,06/14/2023,110545.53275560755,100800.0
1008.0,1009.0,42.0,17.0,2.0,07/03/2023,152155.33596816982,504000.0
1009.0,1010.0,25.0,5.0,13.0,09/11/2024,91370.94156464514,1176000.0
1010.0,1011.0,86.0,19.0,20.0,08/20/2022,,1808800.0
1011.0,1012.0,87.0,,18.0,14-10-2022,165182.7110571822,3225600.0
1012.0,1013.0,31.0,12.0,8.0,03-11-2023,84438.05585730562,
1013.0,1014.0,94.0,14.0,2.0,"July 21, 2023",120822.64675937654,128800.0
1014.0,1015.0,,,,01/14/2021,91142.43836283131,252000.0
1015.0,1016.0,97.0,17.0,6.0,01/21/2023,,1176000.0
1016.0,1017.0,75.0,10.0,20.0,01-04-2024,84912.40620093785,
1017.0,,56.0,14.0,14.0,07/10/2022,128071.95329810494,1803200.0
1018.0,1019.0,74.0,5.0,14.0,06-10-2024,77270.42277036796,1176000.0
1019.0,1020.0,67.0,8.0,9.0,"September 25, 2024",,1209600.0
1020.0,1021.0,23.0,3.0,8.0,05/02/2022,,806400.0
1021.0,1022.0,37.0,15.0,12.0,12/19/2022,101277.91258552231,1310400.0
1022.0,1023.0,83.0,17.0,7.0,08-08-2021,154840.18619737288,1176000.0
1023.0,1024.0,33.0,9.0,15.0,19-03-2021,110467.00897682447,1680000.0
,1025.0,81.0,8.0,21.0,01/06/2021,141346.0989396484,3024000.0
1025.0,1026.0,16.0,5.0,17.0,2024/05/26,89659.55040048526,1428000.0
1026.0,1027.0,77.0,19.0,9.0,11-08-2024,89560.91124880465,952000.0
,1028.0,43.0,14.0,0.0,2023/04/18,,128800.0
1028.0,1029.0,93.0,,3.0,26-11-2023,210934.03107780617,672000.0
1029.0,1030.0,94.0,2.0,16.0,"March 06, 2023",179448.78677548975,2856000.0
1030.0,1031.0,89.0,3.0,13.0,"July 22, 2024",103537.07569898557,1209600.0
1031.0,1032.0,81.0,4.0,12.0,01/25/2021,132423.13265388185,1355200.0
1032.0,,,18.0,18.0,10/21/2022,130428.03698574225,2284800.0
1033.0,1034.0,38.0,3.0,10.0,01/18/2021,91467.72752135381,1108800.0
1034.0,1035.0,28.0,,14.0,27-12-2020,107331.21773362093,
1035.0,1036.0,85.0,19.0,,06-07-2024,,190400.0
1036.0,1037.0,97.0,5.0,0.0,18-10-2024,82076.41179751279,84000.0
1037.0,1038.0,13.0,11.0,3.0,29-07-2022,161482.04112547854,313600.0
1038.0,1039.0,31.0,,5.0,2022/06/16,98495.43859670356,537600.0
,1040.0,89.0,11.0,20.0,"November 06, 2023",144014.33089381034,2979200.0
1040.0,1041.0,91.0,10.0,7.0,"November 17, 2020",80963.90225682377,627200.0
1041.0,1042.0,53.0,15.0,2.0,"September 07, 2021",104812.79091522706,201600.0
1042.0,1043.0,90.0,10.0,18.0,06/14/2023,87858.36186658598,1612800.0
1043.0,1044.0,38.0,8.0,,"July 30, 2021",151127.0942308614,2268000.0
1044.0,1045.0,85.0,7.0,18.0,"November 04, 2020",,2872800.0
1045.0,1046.0,39.0,17.0,12.0,01/12/2024,174703.70169274858,1848000.0
1046.0,1047.0,,7.0,15.0,2023/08/26,141513.8920720889,
1047.0,1048.0,44.0,1.0,12.0,24-12-2022,151105.31332055148,1820000.0
,1049.0,34.0,6.0,3.0,"February 14, 2023",183985.41634039985,716800.0
1049.0,1050.0,29.0,1.0,11.0,18-06-2021,,1680000.0
1050.0,1051.0,28.0,5.0,8.0,08/25/2023,90502.95322072679,588000.0
1051.0,,39.0,15.0,8.0,12/25/2022,,806400.0
1052.0,1053.0,14.0,7.0,5.0,2022/09/21,154158.40245234623,907200.0
1053.0,1054.0,93.0,19.0,9.0,07/25/2024,102195.30584461075,
1054.0,1055.0,34.0,6.0,10.0,01/25/2022,181887.7648284589,1971200.0
1055.0,1056.0,2.0,11.0,12.0,2023/05/26,171537.87982282328,1881600.0
1056.0,1057.0,11.0,10.0,2.0,06/25/2022,90349.73145764026,89600.0
1057.0,,64.0,6.0,,06-09-2021,,1075200.0
1058.0,1059.0,8.0,,4.0,2022/08/29,,700000.0
1059.0,1060.0,18.0,6.0,16.0,10/11/2024,171399.50585330758,2867200.0
,1061.0,57.0,18.0,0.0,18-09-2022,144201.56345007496,134400.0
1061.0,1062.0,46.0,14.0,2.0,2022/10/26,125664.64399487282,386400.0
1062.0,1063.0,34.0,,0.0,2023/04/12,101788.5233918766,100800.0
1063.0,,78.0,3.0,13.0,05/06/2022,109256.0348510616,1209600.0
1064.0,1065.0,1.0,1.0,16.0,2023/04/18,149895.48006486404,
1065.0,1066.0,28.0,20.0,3.0,"August 04, 2024",,896000.0
1066.0,1067.0,48.0,,18.0,"April 29, 2021",118035.58020484705,2189600.0
1067.0,1068.0,73.0,13.0,13.0,2021/02/18,176892.9864155033,2744000.0
1068.0,1069.0,77.0,3.0,5.0,2022/10/14,99096.07407278531,604800.0
1069.0,1070.0,55.0,6.0,0.0,2024/05/21,184596.321520645,179200.0
1070.0,1071.0,27.0,16.0,5.0,03/29/2023,100718.90675927866,
1071.0,1072.0,30.0,16.0,6.0,2021/01/01,98532.40653162019,638400.0
,1073.0,58.0,19.0,1.0,02/03/2024,99200.35656965617,95200.0
1073.0,1074.0,74.0,,12.0,13-03-2022,120694.21086437762,1601600.0
1074.0,1075.0,56.0,17.0,13.0,"December 23, 2021",169145.31523838418,2352000.0
,1076.0,87.0,5.0,2.0,"June 07, 2021",86556.10723461286,168000.0
,1077.0,85.0,6.0,17.0,"January 20, 2024",194405.16127634002,3225600.0
1077.0,1078.0,1.0,,12.0,19-02-2021,85937.09757012485,1237600.0
1078.0,1079.0,,14.0,10.0,11/12/2023,116536.49763644363,1159200.0
1079.0,1080.0,19.0,12.0,5.0,"February 24, 2024",,504000.0
1080.0,1081.0,72.0,3.0,8.0,11-03-2021,110688.72588492213,806400.0
1081.0,1082.0,65.0,1.0,17.0,08/24/2023,131812.50761308297,2380000.0
1082.0,1083.0,72.0,2.0,16.0,2023/07/24,154749.03666292192,2520000.0
1083.0,1084.0,3.0,19.0,19.0,"September 11, 2022",98349.26079397397,1904000.0
,1085.0,33.0,6.0,11.0,"December 03, 2021",190144.09614438922,1792000.0
1085.0,1086.0,,8.0,10.0,2024/07/23,163326.7145447536,1512000.0
,1087.0,62.0,10.0,19.0,2020/11/24,96082.37000396081,
1087.0,,67.0,8.0,18.0,06/02/2022,145264.71985339734,2721600.0
1088.0,,88.0,5.0,18.0,24-04-2021,80097.17941293653,1512000.0
1089.0,1090.0,29.0,7.0,16.0,05/20/2023,146517.48585600787,2419200.0
1090.0,1091.0,79.0,6.0,3.0,"April 11, 2024",185892.51506428636,537600.0
1091.0,1092.0,38.0,20.0,3.0,2024/01/15,226475.31905425232,896000.0
1092.0,1093.0,10.0,18.0,19.0,04/22/2021,141190.64890317974,2553600.0
1093.0,1094.0,80.0,3.0,16.0,07/16/2021,102331.22464479109,1713600.0
1094.0,,61.0,7.0,20.0,30-01-2021,156752.8992127035,3024000.0
,1096.0,15.0,12.0,11.0,2023/05/02,78205.23338768876,1008000.0
1096.0,1097.0,22.0,18.0,5.0,"March 10, 2022",,672000.0
1097.0,1098.0,87.0,7.0,15.0,2022/12/29,145145.85104526856,2116800.0
1098.0,1099.0,91.0,17.0,14.0,16-01-2024,,
1099.0,1100.0,17.0,9.0,19.0,"July 02, 2022",111567.80389918771,2240000.0
1100.0,1101.0,93.0,4.0,10.0,"May 28, 2021",134035.35723013963,1108800.0
1101.0,,90.0,18.0,11.0,12/22/2023,129525.33036842442,
1102.0,,34.0,20.0,8.0,12/01/2021,203638.47906741884,1792000.0
1103.0,1104.0,24.0,16.0,9.0,"June 15, 2023",100771.41028179557,851200.0
1104.0,1105.0,40.0,17.0,8.0,09/11/2021,174062.10711111178,1512000.0
1105.0,1106.0,70.0,16.0,20.0,2023/01/25,95950.86009514505,2021600.0
1106.0,1107.0,,13.0,19.0,05-02-2021,210018.59875082233,3920000.0
1107.0,1108.0,82.0,3.0,15.0,2024/01/14,104664.4204707142,1612800.0
,1109.0,87.0,10.0,18.0,10/30/2023,97131.2243680331,1523200.0
1109.0,1110.0,41.0,16.0,6.0,03/23/2023,111871.8707792981,638400.0
