Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price_x,Total_Cost,Product_Name,Product_Price_y,Company_Name,Company_Profit,Address
3011.0,70.0,11.0,11.0,2023-09-30,169185.87759554852,1724800.0,OptiFlow Automation,156800.0,Prime Network 70,62252.0,"Alabang-Zapote Rd, Barangay 456, Baguio, Philippines"
4995.5,39.0,10.0,5.0,2021-02-21,92389.7757026802,1344000.0,SegmentX Targeting,89600.0,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines"
3013.0,65.0,11.0,13.0,2024-09-29,150453.61658512888,2038400.0,OptiFlow Automation,156800.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines"
3014.0,62.0,4.0,16.0,2022-11-19,131600.0,1971200.0,CustomerScope Insights,123200.0,Quantum Solutions 62,90582.0,"Shaw Blvd, Barangay 707, Baguio, Philippines!"
3015.0,84.0,10.0,14.0,2021-04-28,95067.74951025056,1344000.0,SegmentX Targeting,89600.0,Green  Solutions  84,75301.5,"SLEX, Barangay 456, Taguig, Philippines"
3016.0,48.0,20.0,10.0,2021-02-21,131600.0,2464000.0,FinSphere Intelligence Suite,224000.0,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines"
3017.0,82.0,18.0,17.0,2021-01-22,143575.91322723945,2284800.0,DashSync Analytics Hub,134400.0,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines"
3018.0,15.0,19.0,8.0,2021-02-21,103065.71646325637,1344000.0,EcoNomix Modeler,95200.0,Innovative Enterprises 15,111984.0,"Roxas Blvd, Barangay 456, Taguig, Philippines"
3019.0,18.0,19.0,3.0,2023-07-19,101409.57371924358,380800.0,EcoNomix Modeler,95200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3020.0,16.0,nan,11.0,2021-02-21,131294.21045995504,1344000.0,RiskRadar Monitor,151200.0,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines!"
3020.0,16.0,nan,11.0,2021-02-21,131294.21045995504,1344000.0,SpendTrack Plus,106400.0,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines!"
3021.0,nan,2.0,19.0,2021-02-21,165592.91948550649,3192000.0,MarketMinder Analytics,168000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3022.0,97.0,18.0,17.0,2021-02-21,144532.08307584075,2419200.0,DashSync Analytics Hub,134400.0,Quantum Holdings 97,33449.0,"EDSA, Barangay 789, Manila, Philippines"
3023.0,nan,18.0,14.0,2021-02-21,128074.66655700716,1747200.0,DashSync Analytics Hub,134400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3024.0,11.0,11.0,21.0,2022-10-18,151052.53965886202,3136000.0,OptiFlow Automation,156800.0,Dynamic Ventures 11,97442.0,"Ortigas Ave, Barangay 202, Quezon City, Philippines"
4995.5,75.0,3.0,4.0,2021-02-21,95380.53666714788,504000.0,TrendWise Forecaster,100800.0,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines"
3026.0,63.0,3.0,13.0,2021-02-21,91838.71876124312,1209600.0,TrendWise Forecaster,100800.0,Tech Corp 63,52787.0,"Alabang-zapote rd, barangay 606, pasig, philippines"
3027.0,5.0,7.0,7.0,2021-02-21,164184.38616400474,1209600.0,DataBridge Integration Tool,151200.0,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines"
3028.0,49.0,2.0,5.0,2021-02-21,159422.2864691099,840000.0,MarketMinder Analytics,168000.0,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines"
3029.0,41.0,11.0,18.0,2021-02-21,146075.90449116213,2979200.0,OptiFlow Automation,156800.0,Sky Partners 41,75301.5,"Ayala Avenue, Barangay 404, Pasig, Philippines"
4995.5,67.0,11.0,15.0,2021-02-21,151429.84734866378,2508800.0,OptiFlow Automation,156800.0,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines"
4995.5,3.0,5.0,7.0,2023-07-12,81349.54783844507,672000.0,SalesSync Optimizer,84000.0,Quantum Associates 3,110664.0,"Roxas Blvd, Barangay 505, Pasig, Philippines"
3032.0,4.0,nan,5.0,2024-01-17,141404.66523865642,604800.0,RiskRadar Monitor,151200.0,Prime Network 4,75301.5,"Alabang-Zapote Rd, Barangay 202, Taguig, Philippines"
3032.0,4.0,nan,5.0,2024-01-17,141404.66523865642,604800.0,SpendTrack Plus,106400.0,Prime Network 4,75301.5,"Alabang-Zapote Rd, Barangay 202, Taguig, Philippines"
3033.0,59.0,18.0,19.0,2021-02-21,134411.79689585583,2419200.0,DashSync Analytics Hub,134400.0,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines"
3034.0,48.0,7.0,13.0,2021-02-21,165654.01035315104,1965600.0,DataBridge Integration Tool,151200.0,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines"
3035.0,nan,9.0,11.0,2021-02-21,106161.21214458352,1344000.0,Product 9,112000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
4995.5,48.0,3.0,16.0,2021-02-21,104781.70808890788,1612800.0,TrendWise Forecaster,100800.0,Global  Corp  48,75301.5,"Katipunan ave, barangay 101, cebu city, philippines"
3037.0,22.0,12.0,17.0,2021-02-21,85463.18071458684,1512000.0,BudgetMaster Pro,84000.0,Sky Ent.s 22,54853.0,"SLEX, Barangay 202, Pasig, Philippines"
4995.5,47.0,1.0,3.0,2021-02-21,137754.07468206118,560000.0,FinPredictor Suite,140000.0,Green  Industries  47,31130.0,"Taft Ave, Barangay 707, Mandaluyong, Philippines"
3039.0,80.0,12.0,12.0,2021-10-14,76550.32122608759,1092000.0,BudgetMaster Pro,84000.0,Green  Partners  80,111227.0,"Commonwealth Ave, Barangay 202, Manila, Philippines"
3040.0,91.0,16.0,14.0,2021-02-21,131600.0,1383200.0,RiskRadar Monitor,134400.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3041.0,37.0,16.0,17.0,2021-02-21,112088.2175131298,1915200.0,RiskRadar Monitor,134400.0,Prime Holdings 37,62046.0,"Katipunan Ave, Barangay 456, Mandaluyong, Philippines"
4995.5,39.0,10.0,11.0,2021-02-21,83170.09533458382,1612800.0,SegmentX Targeting,89600.0,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines"
3043.0,3.0,6.0,11.0,2021-02-21,167388.80662590294,1971200.0,RevenueVue Dashboard,179200.0,Quantum Associates 3,110664.0,"Roxas Blvd, Barangay 505, Pasig, Philippines"
4995.5,92.0,2.0,11.0,2021-02-21,167656.43982585397,1848000.0,MarketMinder Analytics,168000.0,Innovative  Corp  92,62959.0,"Taft ave, barangay 202, baguio, philippines"
3045.0,34.0,nan,16.0,2021-02-21,127883.5644929678,2094400.0,RiskRadar Monitor,151200.0,Pioneer Corp 34,57571.0,"Ortigas ave, barangay 707, makati, philippines"
3045.0,34.0,nan,16.0,2021-02-21,127883.5644929678,2094400.0,SpendTrack Plus,106400.0,Pioneer Corp 34,57571.0,"Ortigas ave, barangay 707, makati, philippines"
3046.0,88.0,8.0,5.0,2022-03-06,137787.12676839958,1344000.0,RiskRadar Monitor,134400.0,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines"
3047.0,nan,16.0,5.0,2021-04-19,112914.60612281556,425600.0,RiskRadar Monitor,134400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3048.0,87.0,9.0,5.0,2021-02-21,107834.4862444772,560000.0,Product 9,112000.0,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines"
3049.0,nan,10.0,14.0,2022-11-08,87175.48067686673,1164800.0,SegmentX Targeting,89600.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3050.0,56.0,nan,8.0,2023-12-02,93871.64273581078,806400.0,RiskRadar Monitor,151200.0,Pioneer  Ent.s  56,61087.0,"EDSA, Barangay 404, Taguig, Philippines"
3050.0,56.0,nan,8.0,2023-12-02,93871.64273581078,806400.0,SpendTrack Plus,106400.0,Pioneer  Ent.s  56,61087.0,"EDSA, Barangay 404, Taguig, Philippines"
3051.0,50.0,6.0,3.0,2022-07-03,180420.47077861585,716800.0,RevenueVue Dashboard,179200.0,Sky Associates 50,32118.0,"Alabang-Zapote Rd, Brgy. 303, Baguio, Philippines"
3052.0,3.0,17.0,13.0,2021-02-21,131600.0,2352000.0,RealTime Revenue,168000.0,Quantum Associates 3,110664.0,"Roxas Blvd, Barangay 505, Pasig, Philippines"
4995.5,88.0,10.0,10.0,2021-02-21,86424.50738841695,985600.0,SegmentX Targeting,89600.0,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines"
3054.0,10.0,17.0,6.0,2021-02-21,158646.11044607114,1176000.0,RealTime Revenue,168000.0,Pioneer Network 10,65200.0,"Katipunan Ave, Barangay 101, Mandaluyong, Philippines"
3055.0,97.0,16.0,20.0,2021-02-21,98788.2370050992,2021600.0,RiskRadar Monitor,134400.0,Quantum Holdings 97,33449.0,"EDSA, Barangay 789, Manila, Philippines"
3056.0,67.0,3.0,14.0,2021-02-21,91676.18517963012,1512000.0,TrendWise Forecaster,100800.0,Quantum Associates 67,74653.0,"Shaw Blvd, Barangay 202, Manila, Philippines"
3057.0,6.0,15.0,7.0,2021-02-21,98086.9223023207,705600.0,NexGen Segmentator,100800.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3058.0,69.0,13.0,1.0,2021-02-21,183072.5785567623,1344000.0,ForecastXcelerator ,196000.0,Global Solutions 69,116217.0,"Ayala Avenue, Barangay 505, Quezon City, Philippines"
3059.0,29.0,nan,12.0,2021-10-13,122609.9741559162,1456000.0,RiskRadar Monitor,151200.0,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!"
3059.0,29.0,nan,12.0,2021-10-13,122609.9741559162,1456000.0,SpendTrack Plus,106400.0,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!"
3060.0,93.0,20.0,14.0,2021-02-21,235338.430008918,3136000.0,FinSphere Intelligence Suite,224000.0,Innovative Holdings 93,79192.0,"EDSA, Barangay 789, Davao City, Philippines"
3061.0,82.0,18.0,8.0,2021-02-21,131645.41439097805,1209600.0,DashSync Analytics Hub,134400.0,Prime Industries 82,55028.0,"Commonwealth Ave, Barangay 707, Pasig, Philippines"
3062.0,5.0,16.0,14.0,2021-02-21,110802.82527759895,1596000.0,RiskRadar Monitor,134400.0,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines"
3063.0,23.0,16.0,2.0,2021-02-21,97198.13313273924,1344000.0,RiskRadar Monitor,134400.0,Prime Corp 23,75301.5,"Slex, barangay 505, manila, philippines"
3064.0,73.0,12.0,7.0,2022-01-04,82671.11076037554,672000.0,BudgetMaster Pro,84000.0,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines"
3065.0,24.0,2.0,9.0,2021-02-21,163305.0043195197,1344000.0,MarketMinder Analytics,168000.0,Tech  Solutions  24,89757.0,"Alabang-Zapote Rd, Barangay 456, Mandaluyong, Philippines"
3066.0,nan,16.0,16.0,2021-02-21,102642.18393850257,1808800.0,RiskRadar Monitor,134400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3067.0,29.0,1.0,11.0,2021-02-21,145711.72487626516,1344000.0,FinPredictor Suite,140000.0,Sky  Industries  29,61952.0,"Edsa, brgy. 606, makati, philippines!"
3068.0,nan,2.0,10.0,2021-02-21,159979.97061863265,1680000.0,MarketMinder Analytics,168000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3069.0,nan,19.0,13.0,2021-02-21,131600.0,1237600.0,EcoNomix Modeler,95200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3070.0,14.0,12.0,8.0,2021-02-21,86076.8949106203,756000.0,BudgetMaster Pro,84000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3071.0,nan,7.0,17.0,2021-02-21,145686.11813591438,2721600.0,DataBridge Integration Tool,151200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3072.0,nan,17.0,13.0,2021-02-21,177553.56766523526,2184000.0,RealTime Revenue,168000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3073.0,91.0,8.0,19.0,2021-02-21,148362.7662309428,3024000.0,RiskRadar Monitor,134400.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3074.0,36.0,nan,2.0,2021-02-21,118887.8471459328,224000.0,RiskRadar Monitor,151200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3074.0,36.0,nan,2.0,2021-02-21,118887.8471459328,224000.0,SpendTrack Plus,106400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3075.0,40.0,14.0,12.0,2021-02-21,132186.83351725296,1674400.0,InsightMax Insights Platform,128800.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3076.0,19.0,12.0,21.0,2021-02-21,85030.91264998123,1680000.0,BudgetMaster Pro,84000.0,Innovative Consulting 19,45583.0,"Ayala Avenue, Brgy. 101, Baguio, Philippines"
3077.0,49.0,14.0,16.0,2021-02-21,127872.91458624096,1932000.0,InsightMax Insights Platform,128800.0,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines"
3078.0,2.0,15.0,16.0,2021-02-21,92025.33666603472,1512000.0,NexGen Segmentator,100800.0,Global  Partners  2,80511.0,"Commonwealth Ave, Barangay 789, Taguig, Philippines"
3079.0,45.0,7.0,10.0,2021-05-30,146703.44966494,1360800.0,DataBridge Integration Tool,151200.0,Prime Industries 45,99726.0,"Roxas Blvd, Barangay 404, Mandaluyong, Philippines"
3080.0,57.0,3.0,13.0,2021-02-21,102464.0320248878,1310400.0,TrendWise Forecaster,100800.0,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines"
3081.0,80.0,14.0,9.0,2023-06-06,140077.03255252965,1159200.0,InsightMax Insights Platform,128800.0,Green  Partners  80,111227.0,"Commonwealth Ave, Barangay 202, Manila, Philippines"
3082.0,92.0,1.0,10.0,2021-02-21,144193.52806080572,1540000.0,FinPredictor Suite,140000.0,Innovative  Corp  92,62959.0,"Taft ave, barangay 202, baguio, philippines"
3083.0,44.0,2.0,12.0,2021-02-21,152121.82723711448,2184000.0,MarketMinder Analytics,168000.0,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines"
3084.0,49.0,14.0,11.0,2023-07-18,134811.56377291534,128800.0,InsightMax Insights Platform,128800.0,Tech Holdings 49,115517.0,"Edsa, barangay 303, quezon city, philippines"
3085.0,17.0,7.0,11.0,2021-02-21,147437.21753464712,1663200.0,DataBridge Integration Tool,151200.0,Dynamic Solutions 17,100246.0,"Ayala avenue, brgy. 404, baguio, philippines"
3086.0,23.0,3.0,7.0,2024-03-30,92731.64407543748,705600.0,TrendWise Forecaster,100800.0,Prime Corp 23,75301.5,"Slex, barangay 505, manila, philippines"
3087.0,4.0,1.0,8.0,2021-02-21,133468.84978796102,1260000.0,FinPredictor Suite,140000.0,Prime Network 4,75301.5,"Alabang-Zapote Rd, Barangay 202, Taguig, Philippines"
3088.0,57.0,14.0,16.0,2021-02-21,126261.83071209695,1344000.0,InsightMax Insights Platform,128800.0,Pioneer Corp 57,118114.0,"Katipunan ave, barangay 456, parañaque, philippines"
3089.0,41.0,13.0,7.0,2023-10-17,187463.66633007012,1372000.0,ForecastXcelerator ,196000.0,Sky Partners 41,75301.5,"Ayala Avenue, Barangay 404, Pasig, Philippines"
3090.0,44.0,15.0,5.0,2021-02-21,102440.09679716112,403200.0,NexGen Segmentator,100800.0,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines"
3091.0,59.0,nan,9.0,2021-02-21,95711.21692587904,1008000.0,RiskRadar Monitor,151200.0,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines"
3091.0,59.0,nan,9.0,2021-02-21,95711.21692587904,1008000.0,SpendTrack Plus,106400.0,Elite  Associates  59,49874.0,"EDSA, Barangay 404, Davao City, Philippines"
3092.0,22.0,19.0,2.0,2021-02-21,100406.10296419868,190400.0,EcoNomix Modeler,95200.0,Sky Ent.s 22,54853.0,"SLEX, Barangay 202, Pasig, Philippines"
4995.5,5.0,20.0,18.0,2021-02-21,219872.0998566126,3808000.0,FinSphere Intelligence Suite,224000.0,Elite  Ventures  5,69427.0,"Ayala Avenue, Barangay 101, Makati, Philippines"
3094.0,26.0,4.0,19.0,2021-02-21,133897.06497045196,2464000.0,CustomerScope Insights,123200.0,Tech Associates 26,31238.0,"Taft ave, brgy. 456, manila, philippines"
4995.5,35.0,15.0,16.0,2021-02-21,105181.4628373002,1612800.0,NexGen Segmentator,100800.0,Tech  Network  35,54668.0,"Roxas Blvd, Brgy. 123, Davao City, Philippines"
3096.0,94.0,12.0,11.0,2021-02-21,85414.76264120771,756000.0,BudgetMaster Pro,84000.0,Pioneer Associates 94,109711.0,"Commonwealth Ave, Brgy. 202, Cebu City, Philippines!"
3097.0,91.0,11.0,20.0,2021-02-21,165619.80464679524,3136000.0,OptiFlow Automation,156800.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3098.0,28.0,19.0,20.0,2021-02-21,88746.65358163363,1808800.0,EcoNomix Modeler,95200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3099.0,nan,6.0,6.0,2021-02-21,163227.62043699337,1254400.0,RevenueVue Dashboard,179200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3100.0,75.0,6.0,8.0,2021-02-21,162535.90629726872,1433600.0,RevenueVue Dashboard,179200.0,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines"
3101.0,97.0,8.0,14.0,2021-02-21,144469.7111364287,1965600.0,RiskRadar Monitor,134400.0,Quantum Holdings 97,33449.0,"EDSA, Barangay 789, Manila, Philippines"
3102.0,69.0,nan,5.0,2021-02-21,118453.11830802132,492800.0,RiskRadar Monitor,151200.0,Global Solutions 69,116217.0,"Ayala Avenue, Barangay 505, Quezon City, Philippines"
3102.0,69.0,nan,5.0,2021-02-21,118453.11830802132,492800.0,SpendTrack Plus,106400.0,Global Solutions 69,116217.0,"Ayala Avenue, Barangay 505, Quezon City, Philippines"
3103.0,21.0,12.0,1.0,2021-02-21,91207.71440547836,1344000.0,BudgetMaster Pro,84000.0,Dynamic Enterprises 21,75301.5,"Ortigas Ave, Barangay 707, Davao City, Philippines"
3104.0,91.0,3.0,11.0,2021-02-21,91310.96551003626,1344000.0,TrendWise Forecaster,100800.0,Tech Industries 91,117123.0,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3105.0,44.0,10.0,19.0,2021-03-07,81504.68975964635,1612800.0,SegmentX Targeting,89600.0,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines"
4995.5,44.0,7.0,8.0,2021-02-21,149422.2501722055,1360800.0,DataBridge Integration Tool,151200.0,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines"
3107.0,27.0,12.0,17.0,2021-02-21,75664.66091655291,1344000.0,BudgetMaster Pro,84000.0,Elite Corp 27,45064.0,"SLEX, Brgy. 606, Pasig, Philippines"
3108.0,39.0,20.0,10.0,2021-02-21,204602.1713162615,2016000.0,FinSphere Intelligence Suite,224000.0,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines"
3109.0,62.0,3.0,12.0,2022-10-30,131600.0,1108800.0,TrendWise Forecaster,100800.0,Quantum Solutions 62,90582.0,"Shaw Blvd, Barangay 707, Baguio, Philippines!"
3110.0,88.0,10.0,3.0,2021-02-21,94787.52936363596,358400.0,SegmentX Targeting,89600.0,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines"
3111.0,90.0,12.0,1.0,2021-02-21,82306.86437648765,84000.0,BudgetMaster Pro,84000.0,Prime Holdings 90,46225.0,"EDSA, Barangay 202, Parañaque, Philippines"
3112.0,23.0,14.0,13.0,2021-02-21,131041.01502821138,1545600.0,InsightMax Insights Platform,128800.0,Prime Corp 23,75301.5,"Slex, barangay 505, manila, philippines"
3113.0,3.0,9.0,6.0,2021-02-21,119189.60019798488,672000.0,Product 9,112000.0,Quantum Associates 3,110664.0,"Roxas Blvd, Barangay 505, Pasig, Philippines"
3114.0,65.0,9.0,7.0,2021-02-21,122052.61312644104,1344000.0,Product 9,112000.0,Tech Associates 65,51705.0,"Ortigas ave, barangay 404, parañaque, philippines"
3115.0,73.0,19.0,1.0,2024-01-14,89593.38517612156,190400.0,EcoNomix Modeler,95200.0,Dynamic  Ventures  73,92185.0,"Alabang-Zapote Rd, Barangay 707, Cebu City, Philippines"
3116.0,46.0,5.0,11.0,2021-02-21,131600.0,1008000.0,SalesSync Optimizer,84000.0,Dynamic Ventures 46,93219.0,"SLEX, Barangay 789, Pasig, Philippines!"
3117.0,61.0,13.0,10.0,2021-02-21,179129.92587000137,1764000.0,ForecastXcelerator ,196000.0,Global Solutions 61,70821.0,"Shaw Blvd, Barangay 505, Pasig, Philippines"
3118.0,56.0,2.0,14.0,2021-02-21,162269.2472511408,2184000.0,MarketMinder Analytics,168000.0,Pioneer  Ent.s  56,61087.0,"EDSA, Barangay 404, Taguig, Philippines"
3119.0,nan,17.0,13.0,2021-02-21,155151.7079878776,2016000.0,RealTime Revenue,168000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3120.0,24.0,11.0,9.0,2021-02-21,147988.35871436913,1344000.0,OptiFlow Automation,156800.0,Tech  Solutions  24,89757.0,"Alabang-Zapote Rd, Barangay 456, Mandaluyong, Philippines"
3121.0,76.0,15.0,6.0,2021-02-21,101283.42912450017,604800.0,NexGen Segmentator,100800.0,Tech Ventures 76,75301.5,"Commonwealth Ave, Barangay 202, Cebu City, Philippines"
3122.0,16.0,10.0,11.0,2021-02-21,86168.00140128701,89600.0,SegmentX Targeting,89600.0,Green  Corp  16,67696.0,"Shaw Blvd, Barangay 707, Taguig, Philippines!"
3123.0,44.0,13.0,5.0,2021-02-21,191783.0729106101,1176000.0,ForecastXcelerator ,196000.0,Tech  Solutions  44,75301.5,"Ortigas ave, barangay 202, cebu city, philippines"
3124.0,80.0,7.0,14.0,2021-02-21,131600.0,2268000.0,DataBridge Integration Tool,151200.0,Green  Partners  80,111227.0,"Commonwealth Ave, Barangay 202, Manila, Philippines"
3125.0,75.0,11.0,20.0,2021-11-18,141227.58772472065,3136000.0,OptiFlow Automation,156800.0,Green Industries 75,71538.0,"Commonwealth ave, barangay 123, parañaque, philippines"
3126.0,87.0,1.0,14.0,2021-02-21,148222.8499604025,1960000.0,FinPredictor Suite,140000.0,Tech  Ventures  87,37141.0,"Alabang-Zapote Rd, Barangay 505, Quezon City, Philippines"
3127.0,52.0,19.0,17.0,2021-02-21,102070.33850151552,1618400.0,EcoNomix Modeler,95200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3128.0,nan,9.0,11.0,2021-02-21,114623.90312192362,1568000.0,Product 9,112000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3129.0,9.0,11.0,8.0,2021-02-21,154021.9227703721,1254400.0,OptiFlow Automation,156800.0,Global Enterprises 9,96046.0,"Slex, barangay 123, pasig, philippines"
3130.0,81.0,14.0,7.0,2021-02-21,119230.7570340096,1030400.0,InsightMax Insights Platform,128800.0,Elite Enterprises 81,83079.0,"Katipunan Ave, Barangay 303, Taguig, Philippines"
4995.5,23.0,10.0,6.0,2021-02-21,90055.74255318072,627200.0,SegmentX Targeting,89600.0,Prime Corp 23,75301.5,"Slex, barangay 505, manila, philippines"
3132.0,33.0,nan,11.0,2021-02-21,103354.70135674888,1344000.0,RiskRadar Monitor,151200.0,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!"
3132.0,33.0,nan,11.0,2021-02-21,103354.70135674888,1344000.0,SpendTrack Plus,106400.0,Green  Consulting  33,52003.0,"Shaw blvd, barangay 707, mandaluyong, philippines!"
3133.0,79.0,nan,9.0,2021-02-21,178435.39626657497,1960000.0,RiskRadar Monitor,151200.0,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines"
3133.0,79.0,nan,9.0,2021-02-21,178435.39626657497,1960000.0,SpendTrack Plus,106400.0,Sky Ventures 79,83106.0,"Alabang-Zapote Rd, Barangay 505, Parañaque, Philippines"
3134.0,23.0,10.0,15.0,2021-02-21,91190.56758360357,1433600.0,SegmentX Targeting,89600.0,Prime Corp 23,75301.5,"Slex, barangay 505, manila, philippines"
3135.0,39.0,11.0,15.0,2021-08-05,142578.7532101817,1344000.0,OptiFlow Automation,156800.0,Prime  Consulting  39,107255.0,"Ortigas Ave, Barangay 606, Davao City, Philippines"
3136.0,nan,20.0,11.0,2023-09-21,219091.83456587684,3136000.0,FinSphere Intelligence Suite,224000.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3137.0,nan,nan,4.0,2021-02-21,103453.80376149132,1344000.0,RiskRadar Monitor,151200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3137.0,nan,nan,4.0,2021-02-21,103453.80376149132,1344000.0,SpendTrack Plus,106400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3138.0,nan,nan,11.0,2021-02-21,126163.53075078924,1545600.0,RiskRadar Monitor,151200.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3138.0,nan,nan,11.0,2021-02-21,126163.53075078924,1545600.0,SpendTrack Plus,106400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3139.0,20.0,11.0,2.0,2021-02-21,165979.67585784892,470400.0,OptiFlow Automation,156800.0,Pioneer Consulting 20,112720.0,"Ortigas ave, barangay 789, parañaque, philippines"
3140.0,15.0,nan,6.0,2022-10-27,131600.0,1176000.0,RiskRadar Monitor,151200.0,Innovative Enterprises 15,111984.0,"Roxas Blvd, Barangay 456, Taguig, Philippines"
3140.0,15.0,nan,6.0,2022-10-27,131600.0,1176000.0,SpendTrack Plus,106400.0,Innovative Enterprises 15,111984.0,"Roxas Blvd, Barangay 456, Taguig, Philippines"
3141.0,6.0,18.0,4.0,2021-02-21,127902.77700024078,672000.0,DashSync Analytics Hub,134400.0,Quantum Associates 67,75301.5,"Katipunan Ave, Barangay 123, Mandaluyong, Philippines"
3142.0,88.0,11.0,20.0,2022-04-03,159987.69130443048,1344000.0,OptiFlow Automation,156800.0,Elite Consulting 88,75950.0,"EDSA, Barangay 456, Taguig, Philippines"
